id,imei_no,sim_no,log,lat,datetime
32959,hhhhh,111111,28.495542,77.305668,03-17-2021 11:54:45
32960,hhhhh,111111,28.495538,77.305668,03-17-2021 11:55:00
32961,hhhhh,111111,28.495540,77.305655,03-17-2021 11:55:15
32962,hhhhh,111111,28.495537,77.305652,03-17-2021 11:55:30
32963,hhhhh,111111,28.495540,77.305652,03-17-2021 11:55:45
32964,hhhhh,111111,28.495538,77.305647,03-17-2021 11:56:00
32965,hhhhh,111111,28.495543,77.305648,03-17-2021 11:56:15
32966,hhhhh,111111,28.495535,77.305653,03-17-2021 11:56:30
32967,hhhhh,111111,28.495532,77.305663,03-17-2021 11:56:45
32968,hhhhh,111111,28.495530,77.305667,03-17-2021 11:57:00
32969,hhhhh,111111,28.495532,77.305672,03-17-2021 11:57:15
32970,hhhhh,111111,28.495528,77.305680,03-17-2021 11:57:30
32971,hhhhh,111111,28.495518,77.305690,03-17-2021 11:57:45
32972,hhhhh,111111,28.495527,77.305673,03-17-2021 11:58:00
32973,hhhhh,111111,28.495532,77.305665,03-17-2021 11:58:15
32974,hhhhh,111111,28.495543,77.305648,03-17-2021 11:58:30
32975,hhhhh,111111,28.495557,77.305652,03-17-2021 11:58:45
32976,hhhhh,111111,28.495563,77.305647,03-17-2021 11:59:00
32977,hhhhh,111111,28.495558,77.305663,03-17-2021 11:59:15
32978,hhhhh,111111,28.495560,77.305667,03-17-2021 11:59:30
32979,hhhhh,111111,28.495558,77.305663,03-17-2021 11:59:45
32980,hhhhh,111111,28.495553,77.305660,03-17-2021 12:00:00
32981,hhhhh,111111,28.495548,77.305658,03-17-2021 12:00:15
32982,hhhhh,111111,28.495543,77.305652,03-17-2021 12:00:30
32983,hhhhh,111111,28.495543,77.305650,03-17-2021 12:00:45
32984,hhhhh,111111,28.495550,77.305645,03-17-2021 12:01:00
32985,hhhhh,111111,28.495555,77.305643,03-17-2021 12:01:15
32986,hhhhh,111111,28.495555,77.305643,03-17-2021 12:01:30
32987,hhhhh,111111,28.495555,77.305642,03-17-2021 12:01:45
32988,hhhhh,111111,28.495558,77.305643,03-17-2021 12:02:00
32989,hhhhh,111111,28.495562,77.305643,03-17-2021 12:02:30
32990,hhhhh,111111,28.495562,77.305640,03-17-2021 12:02:45
32991,hhhhh,111111,28.495565,77.305637,03-17-2021 12:03:00
32992,hhhhh,111111,28.495572,77.305643,03-17-2021 12:03:15
32993,hhhhh,111111,28.495573,77.305647,03-17-2021 12:03:30
32994,hhhhh,111111,28.495573,77.305652,03-17-2021 12:03:45
32995,hhhhh,111111,28.495573,77.305652,03-17-2021 12:04:00
32996,hhhhh,111111,28.495577,77.305647,03-17-2021 12:04:15
32997,hhhhh,111111,28.495577,77.305642,03-17-2021 12:04:30
32998,hhhhh,111111,28.495580,77.305633,03-17-2021 12:04:45
32999,hhhhh,111111,28.495580,77.305640,03-17-2021 12:05:00
33000,hhhhh,111111,28.495580,77.305653,03-17-2021 12:05:15
33001,hhhhh,111111,28.495577,77.305657,03-17-2021 12:05:30
33002,hhhhh,111111,28.495578,77.305657,03-17-2021 12:05:45
33003,hhhhh,111111,28.495582,77.305655,03-17-2021 12:06:00
33004,hhhhh,111111,28.495580,77.305657,03-17-2021 12:06:15
33005,hhhhh,111111,28.495585,77.305655,03-17-2021 12:06:30
33006,hhhhh,111111,28.495585,77.305652,03-17-2021 12:06:45
33007,hhhhh,111111,28.495580,77.305648,03-17-2021 12:07:00
33008,hhhhh,111111,28.495570,77.305648,03-17-2021 12:07:15
33009,hhhhh,111111,28.495568,77.305647,03-17-2021 12:07:30
33010,hhhhh,111111,28.495565,77.305647,03-17-2021 12:07:45
33011,hhhhh,111111,28.495562,77.305647,03-17-2021 12:08:00
33012,hhhhh,111111,28.495555,77.305650,03-17-2021 12:08:16
33013,hhhhh,111111,28.495555,77.305653,03-17-2021 12:08:31
33014,hhhhh,111111,28.495553,77.305658,03-17-2021 12:08:46
33015,hhhhh,111111,28.495560,77.305663,03-17-2021 12:09:01
33016,hhhhh,111111,28.495562,77.305663,03-17-2021 12:09:16
33017,hhhhh,111111,28.495563,77.305658,03-17-2021 12:09:31
33018,hhhhh,111111,28.495560,77.305653,03-17-2021 12:09:46
33019,hhhhh,111111,28.495558,77.305657,03-17-2021 12:10:01
33020,hhhhh,111111,28.495565,77.305663,03-17-2021 12:10:16
33021,hhhhh,111111,28.495568,77.305665,03-17-2021 12:10:31
33022,hhhhh,111111,28.495573,77.305670,03-17-2021 12:10:46
33023,hhhhh,111111,28.495575,77.305670,03-17-2021 12:11:01
33024,hhhhh,111111,28.495577,77.305672,03-17-2021 12:11:16
33025,hhhhh,111111,28.495580,77.305675,03-17-2021 12:11:31
33026,hhhhh,111111,28.495583,77.305682,03-17-2021 12:11:46
33027,hhhhh,111111,28.495582,77.305683,03-17-2021 12:12:01
33028,hhhhh,111111,28.495577,77.305677,03-17-2021 12:12:16
33029,hhhhh,111111,28.495578,77.305677,03-17-2021 12:12:31
33030,hhhhh,111111,28.495580,77.305678,03-17-2021 12:12:46
33031,hhhhh,111111,28.495588,77.305687,03-17-2021 12:13:01
33032,hhhhh,111111,28.495590,77.305683,03-17-2021 12:13:16
33033,hhhhh,111111,28.495580,77.305672,03-17-2021 12:13:32
33034,hhhhh,111111,28.495578,77.305663,03-17-2021 12:13:46
33035,hhhhh,111111,28.495573,77.305653,03-17-2021 12:14:01
33036,hhhhh,111111,28.495570,77.305655,03-17-2021 12:14:31
33037,hhhhh,111111,28.495562,77.305652,03-17-2021 12:14:46
33038,hhhhh,111111,28.495565,77.305650,03-17-2021 12:15:01
33039,hhhhh,111111,28.495557,77.305648,03-17-2021 12:15:16
33040,hhhhh,111111,28.495550,77.305647,03-17-2021 12:15:31
33041,hhhhh,111111,28.495550,77.305650,03-17-2021 12:15:46
33042,hhhhh,111111,28.495570,77.305650,03-17-2021 12:16:01
33043,hhhhh,111111,28.495570,77.305650,03-17-2021 12:16:16
33044,hhhhh,111111,28.495570,77.305658,03-17-2021 12:16:31
33045,hhhhh,111111,28.495570,77.305655,03-17-2021 12:16:46
33046,hhhhh,111111,28.495572,77.305660,03-17-2021 12:17:01
33047,hhhhh,111111,28.495573,77.305658,03-17-2021 12:17:16
33048,hhhhh,111111,28.495577,77.305658,03-17-2021 12:17:31
33049,hhhhh,111111,28.495580,77.305658,03-17-2021 12:17:46
33050,hhhhh,111111,28.495570,77.305660,03-17-2021 12:18:01
33051,hhhhh,111111,28.495570,77.305653,03-17-2021 12:18:16
33052,hhhhh,111111,28.495567,77.305662,03-17-2021 12:18:31
33053,hhhhh,111111,28.495567,77.305672,03-17-2021 12:18:46
33054,hhhhh,111111,28.495563,77.305685,03-17-2021 12:19:01
33055,hhhhh,111111,28.495563,77.305687,03-17-2021 12:19:16
33056,hhhhh,111111,28.495563,77.305680,03-17-2021 12:19:31
33057,hhhhh,111111,28.495568,77.305677,03-17-2021 12:19:46
33058,hhhhh,111111,28.495568,77.305677,03-17-2021 12:20:01
33059,hhhhh,111111,28.495577,77.305667,03-17-2021 12:20:16
33060,hhhhh,111111,28.495578,77.305653,03-17-2021 12:20:31
33061,hhhhh,111111,28.495578,77.305660,03-17-2021 12:20:46
33062,hhhhh,111111,28.495598,77.305648,03-17-2021 12:21:01
33063,hhhhh,111111,28.495598,77.305655,03-17-2021 12:21:16
33064,hhhhh,111111,28.495592,77.305660,03-17-2021 12:21:31
33065,hhhhh,111111,28.495582,77.305675,03-17-2021 12:21:47
33066,hhhhh,111111,28.495580,77.305672,03-17-2021 12:22:01
33067,hhhhh,111111,28.495585,77.305667,03-17-2021 12:22:16
33068,hhhhh,111111,28.495593,77.305660,03-17-2021 12:22:31
33069,hhhhh,111111,28.495598,77.305648,03-17-2021 12:22:46
33070,hhhhh,111111,28.495600,77.305638,03-17-2021 12:23:02
33071,hhhhh,111111,28.495597,77.305650,03-17-2021 12:23:17
33072,hhhhh,111111,28.495600,77.305655,03-17-2021 12:23:31
33073,hhhhh,111111,28.495597,77.305668,03-17-2021 12:23:47
33074,hhhhh,111111,28.495592,77.305668,03-17-2021 12:24:02
33075,hhhhh,111111,28.495592,77.305670,03-17-2021 12:24:17
33076,hhhhh,111111,28.495592,77.305670,03-17-2021 12:24:32
33077,hhhhh,111111,28.495587,77.305677,03-17-2021 12:24:47
33078,hhhhh,111111,28.495588,77.305672,03-17-2021 12:25:02
33079,hhhhh,111111,28.495588,77.305652,03-17-2021 12:25:17
33080,hhhhh,111111,28.495592,77.305643,03-17-2021 12:25:32
33081,hhhhh,111111,28.495587,77.305650,03-17-2021 12:25:47
33082,hhhhh,111111,28.495580,77.305643,03-17-2021 12:26:02
33083,hhhhh,111111,28.495573,77.305643,03-17-2021 12:26:32
33084,hhhhh,111111,28.495572,77.305642,03-17-2021 12:26:47
33085,hhhhh,111111,28.495572,77.305648,03-17-2021 12:27:02
33086,hhhhh,111111,28.495572,77.305657,03-17-2021 12:27:17
33087,hhhhh,111111,28.495575,77.305650,03-17-2021 12:27:32
33088,hhhhh,111111,28.495578,77.305645,03-17-2021 12:27:47
33089,hhhhh,111111,28.495577,77.305645,03-17-2021 12:28:02
33090,hhhhh,111111,28.495582,77.305632,03-17-2021 12:28:17
33091,hhhhh,111111,28.495578,77.305635,03-17-2021 12:28:32
33092,hhhhh,111111,28.495582,77.305628,03-17-2021 12:28:47
33093,hhhhh,111111,28.495583,77.305623,03-17-2021 12:29:02
33094,hhhhh,111111,28.495583,77.305628,03-17-2021 12:29:17
33095,hhhhh,111111,28.495587,77.305622,03-17-2021 12:29:32
33096,hhhhh,111111,28.495588,77.305625,03-17-2021 12:29:47
33097,hhhhh,111111,28.495592,77.305635,03-17-2021 12:30:02
33098,hhhhh,111111,28.495597,77.305645,03-17-2021 12:30:17
33099,hhhhh,111111,28.495597,77.305660,03-17-2021 12:30:32
33100,hhhhh,111111,28.495598,77.305662,03-17-2021 12:30:47
33101,hhhhh,111111,28.495595,77.305663,03-17-2021 12:31:02
33102,hhhhh,111111,28.495588,77.305657,03-17-2021 12:31:19
33103,hhhhh,111111,28.495585,77.305652,03-17-2021 12:31:32
33104,hhhhh,111111,28.495575,77.305660,03-17-2021 12:31:49
33105,hhhhh,111111,28.495572,77.305663,03-17-2021 12:32:03
33106,hhhhh,111111,28.495573,77.305660,03-17-2021 12:32:19
33107,hhhhh,111111,28.495573,77.305665,03-17-2021 12:32:34
33108,hhhhh,111111,28.495572,77.305683,03-17-2021 12:32:48
33109,hhhhh,111111,28.495570,77.305707,03-17-2021 12:33:02
33110,hhhhh,111111,28.495568,77.305718,03-17-2021 12:33:18
33111,hhhhh,111111,28.495570,77.305720,03-17-2021 12:33:32
33112,hhhhh,111111,28.495568,77.305713,03-17-2021 12:33:47
33113,hhhhh,111111,28.495573,77.305705,03-17-2021 12:34:02
33114,hhhhh,111111,28.495572,77.305700,03-17-2021 12:34:22
33115,hhhhh,111111,28.495572,77.305680,03-17-2021 12:34:32
33116,hhhhh,111111,28.495570,77.305668,03-17-2021 12:34:47
33117,hhhhh,111111,28.495575,77.305643,03-17-2021 12:35:02
33118,hhhhh,111111,28.495580,77.305628,03-17-2021 12:35:17
33119,hhhhh,111111,28.495578,77.305625,03-17-2021 12:35:32
33120,hhhhh,111111,28.495573,77.305623,03-17-2021 12:35:47
33121,hhhhh,111111,28.495575,77.305623,03-17-2021 12:36:02
33122,hhhhh,111111,28.495572,77.305623,03-17-2021 12:36:17
33123,hhhhh,111111,28.495560,77.305623,03-17-2021 12:36:32
33124,hhhhh,111111,28.495560,77.305620,03-17-2021 12:36:47
33125,hhhhh,111111,28.495560,77.305628,03-17-2021 12:37:02
33126,hhhhh,111111,28.495563,77.305638,03-17-2021 12:37:17
33127,hhhhh,111111,28.495565,77.305642,03-17-2021 12:37:32
33128,hhhhh,111111,28.495567,77.305642,03-17-2021 12:37:47
33129,hhhhh,111111,28.495563,77.305643,03-17-2021 12:38:02
33130,hhhhh,111111,28.495558,77.305648,03-17-2021 12:38:32
33131,hhhhh,111111,28.495557,77.305643,03-17-2021 12:38:48
33132,hhhhh,111111,28.495560,77.305640,03-17-2021 12:39:03
33133,hhhhh,111111,28.495563,77.305637,03-17-2021 12:39:18
33134,hhhhh,111111,28.495565,77.305633,03-17-2021 12:39:33
33135,hhhhh,111111,28.495563,77.305630,03-17-2021 12:39:48
33136,hhhhh,111111,28.495562,77.305628,03-17-2021 12:40:03
33137,hhhhh,111111,28.495563,77.305625,03-17-2021 12:40:18
33138,hhhhh,111111,28.495565,77.305622,03-17-2021 12:40:33
33139,hhhhh,111111,28.495565,77.305618,03-17-2021 12:40:48
33140,hhhhh,111111,28.495567,77.305615,03-17-2021 12:41:03
33141,hhhhh,111111,28.495570,77.305620,03-17-2021 12:41:19
33142,hhhhh,111111,28.495572,77.305620,03-17-2021 12:41:33
33143,hhhhh,111111,28.495578,77.305620,03-17-2021 12:41:48
33144,hhhhh,111111,28.495580,77.305623,03-17-2021 12:42:03
33145,hhhhh,111111,28.495578,77.305623,03-17-2021 12:42:18
33146,hhhhh,111111,28.495580,77.305627,03-17-2021 12:42:33
33147,hhhhh,111111,28.495577,77.305627,03-17-2021 12:42:48
33148,hhhhh,111111,28.495567,77.305623,03-17-2021 12:43:03
33149,hhhhh,111111,28.495565,77.305618,03-17-2021 12:43:19
33150,hhhhh,111111,28.495563,77.305620,03-17-2021 12:43:33
33151,hhhhh,111111,28.495563,77.305623,03-17-2021 12:43:48
33152,hhhhh,111111,28.495570,77.305625,03-17-2021 12:44:03
33153,hhhhh,111111,28.495575,77.305623,03-17-2021 12:44:18
33154,hhhhh,111111,28.495575,77.305620,03-17-2021 12:44:33
33155,hhhhh,111111,28.495572,77.305613,03-17-2021 12:44:48
33156,hhhhh,111111,28.495572,77.305615,03-17-2021 12:45:03
33157,hhhhh,111111,28.495572,77.305617,03-17-2021 12:45:18
33158,hhhhh,111111,28.495577,77.305617,03-17-2021 12:45:33
33159,hhhhh,111111,28.495580,77.305615,03-17-2021 12:45:48
33160,hhhhh,111111,28.495582,77.305618,03-17-2021 12:46:03
33161,hhhhh,111111,28.495573,77.305620,03-17-2021 12:46:18
33162,hhhhh,111111,28.495575,77.305622,03-17-2021 12:46:33
33163,hhhhh,111111,28.495573,77.305625,03-17-2021 12:46:48
33164,hhhhh,111111,28.495573,77.305628,03-17-2021 12:47:03
33165,hhhhh,111111,28.495572,77.305628,03-17-2021 12:47:18
33166,hhhhh,111111,28.495573,77.305630,03-17-2021 12:47:33
33167,hhhhh,111111,28.495572,77.305632,03-17-2021 12:47:48
33168,hhhhh,111111,28.495575,77.305632,03-17-2021 12:48:03
33169,hhhhh,111111,28.495578,77.305628,03-17-2021 12:48:18
33170,hhhhh,111111,28.495580,77.305630,03-17-2021 12:48:33
33171,hhhhh,111111,28.495582,77.305635,03-17-2021 12:48:48
33172,hhhhh,111111,28.495587,77.305640,03-17-2021 12:49:03
33173,hhhhh,111111,28.495585,77.305638,03-17-2021 12:49:18
33174,hhhhh,111111,28.495583,77.305635,03-17-2021 12:49:33
33175,hhhhh,111111,28.495580,77.305633,03-17-2021 12:49:48
33176,hhhhh,111111,28.495580,77.305637,03-17-2021 12:50:03
33177,hhhhh,111111,28.495577,77.305642,03-17-2021 12:50:33
33178,hhhhh,111111,28.495578,77.305643,03-17-2021 12:50:48
33179,hhhhh,111111,28.495577,77.305643,03-17-2021 12:51:03
33180,hhhhh,111111,28.495573,77.305640,03-17-2021 12:51:18
33181,hhhhh,111111,28.495570,77.305632,03-17-2021 12:51:33
33182,hhhhh,111111,28.495573,77.305627,03-17-2021 12:51:48
33183,hhhhh,111111,28.495565,77.305625,03-17-2021 12:52:03
33184,hhhhh,111111,28.495562,77.305627,03-17-2021 12:52:18
33185,hhhhh,111111,28.495560,77.305623,03-17-2021 12:52:33
33186,hhhhh,111111,28.495557,77.305622,03-17-2021 12:52:48
33187,hhhhh,111111,28.495555,77.305622,03-17-2021 12:53:03
33188,hhhhh,111111,28.495547,77.305622,03-17-2021 12:53:18
33189,hhhhh,111111,28.495548,77.305622,03-17-2021 12:53:33
33190,hhhhh,111111,28.495547,77.305623,03-17-2021 12:53:48
33191,hhhhh,111111,28.495550,77.305625,03-17-2021 12:54:03
33192,hhhhh,111111,28.495555,77.305623,03-17-2021 12:54:18
33193,hhhhh,111111,28.495557,77.305618,03-17-2021 12:54:33
33194,hhhhh,111111,28.495552,77.305620,03-17-2021 12:54:48
33195,hhhhh,111111,28.495550,77.305622,03-17-2021 12:55:03
33196,hhhhh,111111,28.495547,77.305620,03-17-2021 12:55:19
33197,hhhhh,111111,28.495553,77.305620,03-17-2021 12:55:34
33198,hhhhh,111111,28.495570,77.305617,03-17-2021 12:55:49
33199,hhhhh,111111,28.495562,77.305620,03-17-2021 12:56:03
33200,hhhhh,111111,28.495577,77.305615,03-17-2021 12:56:19
33201,hhhhh,111111,28.495565,77.305627,03-17-2021 12:56:34
33202,hhhhh,111111,28.495568,77.305627,03-17-2021 12:56:49
33203,hhhhh,111111,28.495580,77.305622,03-17-2021 12:57:04
33204,hhhhh,111111,28.495577,77.305625,03-17-2021 12:57:19
33205,hhhhh,111111,28.495570,77.305635,03-17-2021 12:57:34
33206,hhhhh,111111,28.495572,77.305638,03-17-2021 12:57:49
33207,hhhhh,111111,28.495578,77.305633,03-17-2021 12:58:04
33208,hhhhh,111111,28.495578,77.305628,03-17-2021 12:58:19
